"Idx","NivelSalarial","AcidenteTrabalho","Saiu","Promovido5anos","Departamento","Satisfacao","UltimaAvaliacao","NumProjetos","HorasMensais","TempoServico"
"3129","Baixo","1","0","0","RandD",0.12,0.93,6,257,6
"3130","Baixo","0","0","0","RandD",0.99,0.67,5,153,2
"3131","Baixo","0","0","0","marketing",0.17,0.59,5,250,5
"3132","Baixo","0","0","0","sales",0.58,0.66,3,250,5
"3133","Baixo","0","0","0","accounting",0.5,0.73,3,148,3
"3134","Baixo","1","0","0","support",0.35,0.69,3,141,2
"3135","Baixo","0","0","0","technical",0.93,0.95,6,147,3
"3136","Baixo","0","0","0","management",0.73,0.87,3,142,3
"3137","Baixo","0","0","0","marketing",0.91,0.54,3,210,2
"3138","Baixo","0","0","0","marketing",0.72,0.66,3,152,2
"3139","Baixo","0","0","0","marketing",0.51,0.39,3,149,3
"3140","Baixo","0","0","0","sales",0.55,0.92,3,198,3
"3141","Baixo","0","0","0","sales",0.66,0.76,3,139,5
"3142","Médio","1","0","0","sales",0.84,0.41,6,255,6
"3143","Médio","0","0","0","sales",0.81,0.8,4,229,2
"3144","Médio","0","0","0","sales",0.81,0.69,5,134,2
"3145","Médio","0","0","0","sales",0.5,0.75,5,255,3
"3146","Médio","0","0","0","sales",0.78,0.68,5,189,3
"3147","Médio","0","0","0","sales",0.76,0.74,3,183,3
"3148","Médio","0","0","0","sales",0.49,0.71,3,154,2
"3149","Médio","0","0","0","sales",0.99,0.61,3,167,3
"3150","Médio","0","0","0","sales",0.73,0.48,4,139,5
"3151","Médio","0","0","0","sales",0.88,0.74,5,245,2
"3152","Médio","0","0","0","sales",0.79,0.91,4,200,3
"3153","Médio","0","0","0","sales",0.83,0.98,3,159,2
"3154","Alto","0","0","0","sales",0.21,0.44,4,163,6
"3155","Baixo","1","0","0","sales",0.87,0.52,3,158,2
"3156","Médio","0","0","0","sales",1,0.89,3,194,3
"3157","Médio","1","0","0","sales",0.49,0.98,3,267,3
"3158","Médio","0","0","0","sales",0.51,0.63,3,183,2
"3159","Médio","0","0","0","accounting",0.63,0.64,3,174,2
"3160","Baixo","0","0","0","accounting",0.91,0.63,4,240,3
"3161","Baixo","1","0","0","accounting",0.54,0.5,2,123,4
"3162","Baixo","0","0","0","hr",1,0.59,4,174,3
"3163","Baixo","0","0","0","hr",0.64,0.91,5,246,3
"3164","Baixo","0","0","0","hr",0.65,0.96,5,173,2
"3165","Baixo","0","0","0","hr",0.15,0.93,4,185,5
"3166","Baixo","1","0","0","technical",0.81,0.83,4,259,3
"3167","Baixo","1","0","0","technical",0.61,0.83,3,112,4
"3168","Médio","0","0","0","technical",0.86,0.55,5,219,2
"3169","Médio","0","0","0","technical",0.71,0.62,3,258,2
"3170","Médio","0","0","0","technical",0.72,0.82,5,287,3
"3171","Médio","0","0","0","technical",0.84,0.37,5,186,2
"3172","Médio","0","0","0","technical",0.38,0.74,3,159,4
"3173","Médio","0","0","0","technical",0.75,0.56,4,230,3
"3174","Médio","0","0","0","technical",0.93,0.77,5,106,5
"3175","Médio","0","0","0","technical",0.71,0.64,4,189,3
"3176","Médio","0","0","0","technical",0.75,0.96,3,252,3
"3177","Médio","0","0","0","support",0.56,0.68,4,220,2
"3178","Médio","0","0","0","support",0.57,0.82,5,218,3
"3179","Médio","0","0","0","support",0.63,0.83,4,145,4
"3180","Médio","1","0","0","support",0.59,0.91,4,142,3
"3181","Médio","0","0","0","support",0.77,0.62,3,218,2
"3182","Médio","0","0","0","support",0.65,0.7,4,157,4
"3183","Médio","0","0","0","support",0.84,0.49,4,178,3
"3184","Médio","0","0","0","support",0.9,0.45,4,241,6
"3185","Médio","0","0","0","support",0.6,0.83,3,230,3
"3186","Médio","0","0","0","support",0.9,0.74,5,249,3
"3187","Médio","0","0","0","support",0.94,0.7,5,147,2
"3188","Médio","0","0","0","technical",0.56,0.9,4,115,3
"3189","Médio","0","0","0","technical",0.95,0.86,5,143,3
"3190","Médio","0","0","0","technical",0.97,0.85,4,219,3
"3191","Médio","0","0","0","management",0.55,0.63,4,218,2
"3192","Médio","0","0","0","IT",0.79,0.6,5,235,2
"3193","Alto","0","0","0","IT",0.49,0.76,5,237,3
"3194","Alto","0","0","0","IT",0.49,0.58,5,186,2
"3195","Alto","0","0","0","IT",0.57,0.65,5,177,2
"3196","Alto","0","0","0","IT",0.89,0.81,4,228,4
"3197","Alto","0","0","0","product_mng",0.66,0.59,3,204,3
"3198","Alto","0","0","0","product_mng",0.94,0.77,5,210,3
"3199","Alto","1","0","0","product_mng",0.98,0.95,4,250,2
"3200","Alto","0","0","0","product_mng",0.18,0.52,5,185,6
"3201","Alto","0","0","0","IT",0.57,0.73,3,146,3
"3202","Alto","0","0","0","RandD",0.67,0.55,3,217,2
"3203","Alto","0","0","0","RandD",0.12,0.61,6,172,6
"3204","Alto","0","0","0","RandD",0.48,0.95,3,184,2
"3205","Baixo","0","0","0","RandD",0.61,0.97,3,148,3
"3206","Baixo","0","0","0","RandD",0.23,0.52,5,236,4
"3207","Baixo","0","0","0","marketing",0.4,0.38,3,280,2
"3208","Baixo","0","0","0","sales",0.57,0.6,3,218,3
"3209","Baixo","0","0","0","accounting",0.95,0.98,5,155,3
"3210","Baixo","0","0","0","support",0.93,0.66,4,242,4
"3211","Baixo","0","0","0","technical",0.7,0.88,3,166,5
"3212","Baixo","1","0","0","management",0.58,0.9,4,175,3
"3213","Baixo","0","0","0","marketing",0.52,0.95,5,234,3
"3214","Baixo","0","0","0","marketing",0.98,0.88,5,232,3
"3215","Baixo","1","0","0","marketing",0.93,0.94,4,156,3
"3216","Baixo","0","0","0","sales",0.34,0.63,5,248,3
"3217","Baixo","0","0","0","sales",0.87,0.75,4,218,2
"3218","Baixo","1","0","0","sales",0.52,0.96,5,251,2
"3219","Baixo","0","0","0","sales",0.58,0.91,4,173,4
"3220","Médio","1","0","0","sales",0.65,0.51,4,157,3
"3221","Médio","0","0","0","sales",0.74,0.59,3,274,3
"3222","Médio","0","0","0","sales",0.63,0.7,5,182,3
"3223","Médio","0","0","0","sales",0.74,0.74,4,233,2
"3224","Médio","0","0","0","sales",0.65,1,4,249,3
"3225","Médio","1","0","0","sales",0.48,0.94,3,162,3
"3226","Médio","0","0","0","sales",0.84,0.75,3,184,3
"3227","Médio","0","0","0","sales",0.6,0.62,3,135,2
"3228","Médio","0","0","0","sales",0.56,0.57,3,143,2
"3229","Médio","0","0","0","sales",0.13,0.8,5,203,5
"3230","Médio","0","0","0","sales",0.83,0.51,5,143,4
"3231","Médio","1","0","0","sales",0.91,0.42,2,142,3
"3232","Alto","0","0","0","sales",0.97,0.97,5,171,2
"3233","Alto","0","0","0","sales",0.9,0.96,3,223,4
"3234","Alto","0","0","0","sales",0.57,0.87,4,148,3
"3235","Alto","0","0","0","accounting",0.84,0.79,6,140,2
"3236","Alto","0","0","0","accounting",0.84,0.74,4,226,2
"3237","Alto","0","0","0","accounting",0.17,0.93,5,183,5
"3238","Alto","0","0","0","hr",0.97,0.86,5,135,3
"3239","Alto","0","0","0","hr",0.94,0.66,3,236,2
"3240","Baixo","0","0","0","hr",0.83,0.61,5,257,2
"3241","Baixo","0","0","0","hr",0.91,0.73,3,155,3
"3242","Baixo","0","0","0","technical",0.9,0.76,2,211,4
"3243","Baixo","0","0","0","technical",0.95,0.86,3,207,2
"3244","Baixo","0","0","0","technical",0.69,0.95,3,126,6
"3245","Baixo","0","0","0","technical",0.49,0.98,3,267,2
"3246","Baixo","0","0","0","technical",0.45,0.37,6,226,2
"3247","Baixo","0","0","0","technical",0.21,0.9,2,239,2
"3248","Médio","0","0","0","technical",0.67,0.61,3,202,2
"3249","Médio","1","0","0","technical",0.76,0.62,3,150,2
"3250","Médio","0","0","0","technical",0.19,0.78,5,156,6
"3251","Médio","0","0","0","technical",0.52,0.73,2,233,3
"3252","Médio","0","0","0","technical",0.66,0.59,5,262,2
"3253","Médio","0","0","0","support",0.95,0.67,3,183,3
"3254","Médio","0","0","0","support",0.95,0.78,4,225,2
"3255","Médio","0","0","0","support",0.57,0.54,5,216,3
"3256","Médio","0","0","0","support",0.48,0.57,5,227,3
"3257","Médio","0","0","0","support",0.95,0.5,4,242,2
"3258","Médio","0","0","0","support",0.7,0.67,4,224,3
"3259","Médio","1","0","0","support",0.48,0.61,3,223,3
"3260","Médio","0","0","0","support",0.62,0.58,3,202,2
"3261","Médio","0","0","0","support",0.58,0.76,3,220,3
"3262","Médio","0","0","0","support",1,0.87,4,129,5
"3263","Médio","0","0","0","support",0.79,0.65,2,193,5
"3264","Médio","0","0","0","technical",0.58,0.73,3,165,2
"3265","Médio","0","0","0","technical",0.59,0.79,4,209,2
"3266","Médio","1","0","0","technical",0.66,0.8,4,183,2
"3267","Médio","0","0","0","management",0.71,0.59,4,138,3
"3268","Médio","0","0","0","IT",0.9,0.74,5,152,3
"3269","Médio","0","0","0","IT",0.74,0.63,4,170,2
"3270","Médio","0","0","0","IT",0.66,0.93,5,185,3
"3271","Alto","0","0","0","IT",0.92,0.53,2,249,2
"3272","Baixo","0","0","0","IT",0.55,0.51,4,155,3
"3273","Médio","0","0","0","product_mng",0.51,0.43,3,204,4
"3274","Médio","0","0","0","product_mng",0.49,0.52,5,188,4
"3275","Médio","0","0","0","product_mng",0.88,0.52,5,264,4
"3276","Médio","0","0","0","product_mng",0.6,0.8,4,146,2
"3277","Médio","0","0","0","IT",0.93,0.65,4,212,4
"3278","Médio","0","0","0","RandD",0.86,0.59,3,215,3
"3279","Médio","0","0","0","RandD",0.78,0.98,4,239,3
"3280","Médio","0","0","0","RandD",0.69,0.55,3,188,3
"3281","Médio","0","0","0","RandD",0.84,0.51,4,259,3
"3282","Médio","1","0","0","RandD",0.48,0.62,3,200,3
"3283","Baixo","0","0","0","marketing",0.63,0.86,3,245,2
"3284","Baixo","0","0","0","sales",0.54,0.61,3,182,2
"3285","Baixo","0","0","0","accounting",0.85,0.53,4,181,2
"3286","Baixo","0","0","0","support",0.51,0.52,3,164,3
"3287","Baixo","0","0","0","technical",0.88,0.86,5,257,3
"3288","Baixo","0","0","0","management",0.87,0.93,3,178,3
"3289","Baixo","0","0","0","marketing",0.54,0.5,4,224,3
"3290","Alto","0","0","0","marketing",0.96,0.67,5,170,3
"3291","Baixo","0","0","0","marketing",0.58,0.75,4,233,2
"3292","Alto","0","0","0","sales",0.21,0.57,5,239,3
"3293","Alto","0","0","0","sales",0.5,0.56,5,185,2
"3294","Baixo","0","0","0","sales",0.52,0.54,4,184,3
"3295","Baixo","0","0","0","sales",0.5,0.7,3,188,2
"3296","Alto","1","0","0","sales",0.74,0.86,3,186,3
"3297","Baixo","0","0","0","sales",0.69,0.63,3,226,3
"3298","Médio","0","0","0","sales",0.61,0.74,2,143,6
"3299","Alto","0","0","0","sales",0.5,0.82,3,213,3
"3300","Médio","0","0","0","sales",0.79,0.53,2,217,2
"3301","Médio","0","0","0","sales",0.73,0.68,5,190,2
"3302","Médio","0","0","0","sales",0.49,0.69,2,147,2
"3303","Médio","1","0","0","sales",0.7,0.77,2,235,3
"3304","Alto","0","0","0","sales",0.27,0.62,6,136,3
"3305","Médio","0","0","0","sales",0.8,0.54,5,261,2
"3306","Médio","0","0","0","sales",0.45,0.6,6,176,4
"3307","Médio","0","0","0","sales",0.63,0.64,4,212,4
"3308","Alto","0","0","0","sales",0.76,0.52,2,148,3
"3309","Médio","0","0","0","sales",0.42,0.74,6,218,6
"3310","Alto","0","0","0","sales",0.41,0.87,6,262,6
"3311","Baixo","0","0","0","accounting",0.74,0.46,6,145,3
"3312","Médio","1","0","0","accounting",0.82,0.75,3,230,4
"3313","Médio","0","0","0","accounting",0.82,0.65,4,210,2
"3314","Médio","0","0","0","hr",0.53,0.73,4,227,3
"3315","Médio","0","0","0","hr",0.71,0.77,4,142,2
"3316","Baixo","0","0","0","hr",0.5,0.9,4,171,2
"3317","Baixo","0","0","0","hr",0.68,0.89,3,241,3
"3318","Baixo","1","0","0","technical",0.68,0.99,3,247,2
"3319","Baixo","0","0","0","technical",0.48,0.86,5,246,3
"3320","Baixo","1","0","0","technical",0.59,0.72,3,188,3
"3321","Baixo","0","0","0","technical",0.21,0.7,3,104,2
"3322","Baixo","1","0","0","technical",0.99,0.73,5,197,4
"3323","Baixo","0","0","0","technical",1,0.88,4,191,4
"3324","Baixo","0","0","0","technical",0.84,0.51,4,173,2
"3325","Baixo","1","0","0","technical",0.86,0.82,2,207,4
"3326","Alto","0","0","0","technical",0.52,0.54,5,247,4
"3327","Baixo","1","0","0","technical",0.94,0.97,5,197,5
"3328","Baixo","0","0","0","technical",0.55,0.81,3,242,2
"3329","Baixo","0","0","0","support",0.79,0.59,3,145,2
"3330","Baixo","0","0","0","support",0.91,0.9,4,174,3
"3331","Alto","0","0","0","support",0.82,0.99,3,195,2
"3332","Baixo","1","0","0","support",0.84,0.94,4,270,3
"3333","Baixo","0","0","0","support",0.72,0.68,4,238,3
"3334","Baixo","0","0","0","support",0.68,0.85,4,156,2
"3335","Alto","0","0","0","support",0.99,0.96,5,261,3
"3336","Baixo","0","0","0","support",0.74,0.85,5,135,2
"3337","Médio","0","0","0","support",0.8,0.41,6,185,4
"3338","Alto","0","0","0","support",0.55,0.55,3,197,3
"3339","Médio","0","0","0","support",0.56,0.95,3,241,3
"3340","Alto","1","0","0","technical",0.88,0.98,3,263,3
"3341","Médio","0","0","0","technical",0.86,0.49,4,251,2
"3342","Médio","0","0","0","technical",0.64,0.95,3,218,2
"3343","Médio","0","0","0","management",0.82,0.58,4,183,3
"3344","Médio","0","0","0","IT",0.66,0.8,4,252,3
"3345","Médio","0","0","0","IT",0.64,0.95,3,98,3
"3346","Médio","0","0","0","IT",0.17,0.78,6,284,4
"3347","Médio","0","0","0","IT",0.75,0.68,4,220,2
"3348","Médio","0","0","0","IT",0.45,0.39,4,275,3
"3349","Alto","0","0","0","product_mng",0.99,0.9,4,164,3
"3350","Baixo","0","0","0","product_mng",0.93,0.67,5,237,4
"3351","Médio","0","0","0","product_mng",0.88,0.8,3,133,3
"3352","Médio","0","0","0","product_mng",0.62,0.52,5,256,4
"3353","Médio","0","0","0","IT",0.94,0.88,4,270,3
"3354","Médio","0","0","0","RandD",0.59,0.92,4,196,2
"3355","Médio","0","0","0","RandD",0.93,0.89,4,209,2
"3356","Médio","0","0","0","RandD",0.71,0.39,3,261,3
"3357","Médio","0","0","0","RandD",0.6,0.6,3,221,2
"3358","Médio","1","0","0","RandD",0.71,0.69,4,180,3
"3359","Médio","0","0","0","marketing",0.91,0.57,4,145,3
"3360","Alto","0","0","0","sales",0.78,0.96,4,111,2
"3361","Baixo","0","0","0","accounting",0.52,0.63,4,232,3
"3362","Baixo","0","0","0","support",0.99,0.7,5,195,3
"3363","Baixo","1","0","0","technical",0.86,0.51,4,211,2
"3364","Alto","0","0","0","management",0.74,0.68,4,194,2
"3365","Baixo","0","0","0","marketing",0.15,0.84,4,275,5
"3366","Baixo","0","0","0","marketing",0.57,0.54,3,140,3
"3367","Baixo","0","0","0","marketing",0.67,0.6,3,157,3
"3368","Alto","0","0","0","sales",0.8,0.93,4,258,3
"3369","Baixo","0","0","0","sales",0.83,0.82,5,273,4
"3370","Baixo","0","0","0","sales",0.69,0.53,3,135,2
"3371","Baixo","0","0","0","sales",0.64,0.83,3,188,4
"3372","Baixo","0","0","0","sales",0.95,0.52,5,222,2
"3373","Baixo","0","0","0","sales",0.97,0.52,4,231,3
"3374","Baixo","0","0","0","sales",0.85,0.86,3,255,2
"3375","Baixo","0","0","0","sales",0.72,0.51,3,254,2
"3376","Médio","1","0","0","sales",0.91,0.85,3,244,3
"3377","Médio","0","0","0","sales",0.81,0.83,3,132,4
"3378","Médio","0","0","0","sales",0.13,0.67,5,234,6
"3379","Médio","0","0","0","sales",0.95,0.81,4,272,3
"3380","Médio","0","0","0","sales",0.82,0.54,4,191,3
"3381","Médio","0","0","0","sales",0.63,0.93,4,238,4
"3382","Médio","0","0","0","sales",0.55,0.69,3,225,2
"3383","Médio","0","0","0","sales",0.83,0.95,3,211,2
"3384","Médio","0","0","0","sales",0.54,0.98,3,217,3
"3385","Médio","0","0","0","sales",0.89,0.91,5,156,4
"3386","Médio","0","0","0","sales",0.79,0.55,3,147,3
"3387","Médio","0","0","0","accounting",0.56,0.73,4,134,3
"3388","Alto","1","0","0","accounting",0.89,0.7,4,235,2
"3389","Baixo","0","0","0","accounting",1,0.66,4,238,4
"3390","Médio","0","0","0","hr",0.43,0.72,3,258,4
"3391","Médio","0","0","0","hr",0.71,0.55,5,224,3
"3392","Médio","0","0","0","hr",0.98,0.59,4,149,2
"3393","Médio","1","0","0","hr",0.81,0.7,4,219,2
"3394","Baixo","0","0","0","technical",0.71,0.53,3,186,2
"3395","Baixo","0","0","0","technical",0.99,0.6,4,259,4
"3396","Baixo","0","0","0","technical",0.34,0.62,3,119,2
"3397","Baixo","0","0","0","technical",0.58,0.91,3,223,2
"3398","Baixo","0","0","0","technical",0.77,0.49,4,184,3
"3399","Baixo","0","0","0","technical",0.64,0.5,3,238,4
"3400","Baixo","1","0","0","technical",0.13,1,4,157,5
"3401","Baixo","0","0","0","technical",0.98,0.6,2,249,3
"3402","Baixo","0","0","0","technical",0.72,0.84,4,195,2
"3403","Baixo","0","0","0","technical",0.55,0.79,3,162,2
"3404","Baixo","0","0","0","technical",0.62,0.91,4,231,3
"3405","Baixo","0","0","0","support",0.74,0.91,2,264,3
"3406","Baixo","0","0","0","support",0.69,0.96,3,210,3
"3407","Baixo","0","0","0","support",0.6,0.63,4,192,3
"3408","Baixo","0","0","0","support",0.54,0.43,3,192,2
"3409","Baixo","0","0","0","support",0.56,0.75,4,249,3
"3410","Baixo","0","0","0","support",0.58,0.86,5,206,3
"3411","Baixo","0","0","0","support",0.21,0.66,4,165,5
"3412","Baixo","0","0","0","support",0.52,0.85,5,183,3
"3413","Baixo","0","0","0","support",0.98,0.7,4,253,2
"3414","Baixo","0","0","0","support",0.85,0.97,3,256,3
"3415","Médio","0","0","0","support",0.62,0.88,2,263,4
"3416","Médio","1","0","0","technical",0.63,0.61,3,234,3
"3417","Médio","0","0","0","technical",0.84,0.97,6,223,2
"3418","Médio","0","0","0","technical",0.71,0.69,2,172,3
"3419","Médio","0","0","0","management",0.36,0.55,6,226,6
"3420","Médio","1","0","0","IT",0.79,0.56,6,205,4
"3421","Médio","0","0","0","IT",0.59,0.55,4,235,2
"3422","Médio","0","0","0","IT",0.5,0.53,4,263,3
"3423","Médio","1","0","0","IT",0.88,0.66,4,271,3
"3424","Médio","0","0","0","IT",0.65,0.69,6,131,5
"3425","Médio","0","0","0","product_mng",0.71,0.56,4,238,4
"3426","Médio","0","0","0","product_mng",0.89,0.54,3,214,2
"3427","Alto","0","0","0","product_mng",0.83,0.84,3,267,3
"3428","Baixo","0","0","0","product_mng",0.73,0.53,3,184,2
"3429","Médio","0","0","0","IT",0.71,0.67,3,264,3
"3430","Médio","0","0","0","RandD",0.53,0.66,3,109,2
"3431","Médio","1","0","0","RandD",0.74,0.7,3,253,4
"3432","Médio","1","0","0","RandD",0.6,0.52,4,207,2
"3433","Baixo","0","0","0","RandD",0.47,0.6,4,263,5
"3434","Baixo","1","0","0","RandD",0.88,0.88,3,214,2
"3435","Baixo","0","0","0","marketing",0.62,0.67,2,153,3
"3436","Baixo","1","0","0","sales",0.24,0.48,5,123,5
"3437","Baixo","0","0","0","accounting",0.15,0.36,5,159,2
"3438","Baixo","0","0","0","support",0.92,0.82,3,185,3
"3439","Baixo","1","0","0","technical",0.74,0.7,4,167,3
"3440","Baixo","0","0","0","management",0.86,0.77,3,271,3
"3441","Baixo","0","0","0","marketing",0.96,0.61,3,140,3
"3442","Baixo","0","0","0","marketing",0.54,0.6,4,141,3
"3443","Baixo","0","0","0","marketing",0.99,0.87,4,190,2
"3444","Baixo","0","0","0","sales",0.72,0.73,5,134,2
"3445","Baixo","0","0","0","sales",0.96,0.75,5,176,4
"3446","Baixo","0","0","0","sales",0.73,0.73,4,194,2
"3447","Baixo","0","0","0","sales",0.67,0.44,5,212,4
"3448","Baixo","1","0","0","sales",0.58,0.72,5,234,3
"3449","Baixo","0","0","0","sales",0.9,0.99,4,190,2
"3450","Baixo","0","0","0","sales",0.99,0.37,5,155,3
"3451","Baixo","0","0","0","sales",0.89,0.58,4,232,2
"3452","Baixo","0","0","0","sales",0.72,0.95,4,216,3
"3453","Baixo","0","0","0","sales",0.77,0.8,3,207,3
"3454","Médio","0","0","0","sales",0.8,0.94,4,200,4
"3455","Médio","0","0","0","sales",0.89,0.86,3,178,4
"3456","Médio","0","0","0","sales",0.59,0.81,4,173,2
"3457","Médio","0","0","0","sales",0.24,0.87,5,268,5
"3458","Médio","0","0","0","sales",0.94,0.59,6,212,2
"3459","Médio","0","0","0","sales",0.74,0.5,4,216,3
"3460","Médio","0","0","0","sales",0.63,0.62,5,212,6
"3461","Médio","1","0","0","sales",0.63,0.59,3,155,3
"3462","Médio","0","0","0","sales",0.77,0.65,4,164,2
"3463","Médio","0","0","0","accounting",0.87,0.74,3,209,3
"3464","Médio","0","0","0","accounting",0.79,0.61,4,136,3
"3465","Médio","0","0","0","accounting",0.54,0.84,4,223,3
"3466","Alto","0","0","0","hr",0.59,0.83,4,239,4
"3467","Baixo","0","0","0","hr",0.86,0.87,3,205,4
"3468","Médio","0","0","0","hr",0.98,0.68,3,203,3
"3469","Médio","0","0","0","hr",1,0.79,5,152,4
"3470","Médio","1","0","0","technical",0.9,0.79,4,236,3
"3471","Médio","0","0","0","technical",0.34,0.6,4,114,3
"3472","Baixo","0","0","0","technical",0.95,0.93,3,209,2
"3473","Baixo","0","0","0","technical",0.79,0.48,4,178,2
"3474","Baixo","0","0","0","technical",0.13,0.91,4,175,5
"3475","Baixo","0","0","0","technical",0.72,0.69,3,270,4
"3476","Baixo","1","0","0","technical",0.63,0.54,3,145,2
"3477","Baixo","0","0","0","technical",0.81,0.76,5,134,2
"3478","Baixo","0","0","0","technical",0.71,0.75,4,272,4
"3479","Baixo","0","0","0","technical",0.49,0.76,3,208,2
"3480","Baixo","1","0","0","technical",0.59,0.65,4,219,3
"3481","Baixo","0","0","0","support",0.87,0.59,5,154,3
"3482","Baixo","0","0","0","support",0.66,0.6,3,179,4
"3483","Baixo","0","0","0","support",0.78,0.92,5,137,2
"3484","Baixo","0","0","0","support",0.65,0.7,4,211,2
"3485","Baixo","0","0","0","support",0.8,0.97,5,271,4
"3486","Baixo","0","0","0","support",0.56,0.75,4,192,2
"3487","Baixo","0","0","0","support",0.85,0.67,4,228,4
"3488","Baixo","1","0","0","support",0.14,0.46,2,267,6
"3489","Baixo","0","0","0","support",0.74,0.62,4,272,2
"3490","Baixo","0","0","0","support",0.86,0.93,2,260,2
"3491","Baixo","0","0","0","support",0.71,0.96,4,161,3
"3492","Baixo","0","0","0","technical",0.83,0.99,4,226,2
"3493","Médio","1","0","0","technical",0.52,0.49,4,249,4
"3494","Médio","0","0","0","technical",0.63,0.8,3,243,3
"3495","Médio","0","0","0","management",0.92,0.93,4,247,2
"3496","Médio","0","0","0","IT",0.66,0.87,3,186,2
"3497","Médio","0","0","0","IT",0.77,0.7,3,155,3
"3498","Médio","0","0","0","IT",0.74,0.97,2,135,4
"3499","Médio","0","0","0","IT",0.81,0.76,5,198,4
"3500","Médio","0","0","0","IT",0.67,0.55,3,175,2
"3501","Médio","0","0","0","product_mng",0.75,0.92,3,192,3
"3502","Médio","0","0","0","product_mng",0.65,0.36,2,282,3
"3503","Médio","0","0","0","product_mng",0.81,0.6,4,179,3
"3504","Médio","0","0","0","product_mng",0.57,0.77,4,245,3
"3505","Alto","0","0","0","IT",0.89,0.66,4,235,3
"3506","Baixo","0","0","0","RandD",0.5,0.56,4,266,2
"3507","Médio","1","0","0","RandD",0.21,0.42,4,269,4
"3508","Médio","0","0","0","RandD",0.79,0.67,3,264,2
"3509","Médio","1","0","0","RandD",0.66,0.57,3,161,2
"3510","Médio","0","0","0","RandD",0.82,0.95,3,203,3
"3511","Baixo","0","0","0","marketing",0.85,0.85,4,258,2
"3512","Baixo","0","0","0","sales",0.72,0.96,3,143,3
"3513","Baixo","0","0","0","accounting",0.52,0.92,3,214,3
"3514","Baixo","1","0","0","support",0.5,0.62,4,166,3
"3515","Baixo","0","0","0","technical",0.52,0.82,3,192,3
"3516","Baixo","1","0","0","management",0.13,0.87,3,185,4
"3517","Baixo","0","0","0","marketing",0.87,0.98,4,173,3
"3518","Baixo","0","0","0","marketing",0.53,0.98,2,163,3
"3519","Baixo","0","0","0","marketing",0.15,0.76,5,277,4
"3520","Baixo","1","0","0","sales",0.64,0.86,5,274,2
"3521","Baixo","0","0","0","sales",0.52,0.44,3,119,2
"3522","Baixo","0","0","0","sales",0.79,0.67,4,267,3
"3523","Baixo","0","0","0","sales",0.74,0.89,3,160,2
"3524","Baixo","0","0","0","sales",0.81,0.84,4,198,2
"3525","Baixo","0","0","0","sales",0.94,0.6,3,193,3
"3526","Baixo","0","0","0","sales",0.67,0.84,6,250,2
"3527","Baixo","1","0","0","sales",0.93,0.84,3,237,4
"3528","Baixo","0","0","0","sales",0.52,0.96,4,170,2
"3529","Médio","1","0","0","sales",0.48,0.74,2,157,2
"3530","Médio","0","0","0","sales",0.57,0.92,6,267,4
"3531","Médio","0","0","0","sales",0.71,0.77,4,192,4
"3532","Médio","1","0","0","sales",0.9,0.74,4,218,2
"3533","Médio","0","0","0","sales",0.58,0.61,4,210,3
"3534","Médio","0","0","0","sales",0.66,0.48,4,229,4
"3535","Médio","0","0","0","sales",0.59,0.66,3,186,3
"3536","Médio","1","0","0","sales",0.96,0.5,3,234,2
"3537","Médio","0","0","0","sales",0.13,0.91,2,149,5
"3538","Médio","0","0","0","sales",0.93,0.92,3,205,3
"3539","Médio","0","0","0","accounting",0.54,0.72,3,148,4
"3540","Médio","0","0","0","accounting",0.54,0.77,5,270,3
"3541","Alto","0","0","0","accounting",0.87,0.62,3,176,3
"3542","Baixo","0","0","0","hr",0.79,0.91,3,226,2
"3543","Médio","0","0","0","hr",0.83,0.57,3,232,4
"3544","Médio","0","0","0","hr",0.73,0.6,3,137,3
"3545","Médio","0","0","0","hr",0.29,0.42,6,253,3
"3546","Médio","0","0","0","technical",0.8,0.7,6,231,4
"3547","Baixo","0","0","0","technical",0.29,0.81,3,189,6
"3548","Baixo","0","0","0","technical",0.43,0.85,6,168,2
"3549","Baixo","0","0","0","technical",0.99,0.93,3,261,3
"3550","Baixo","0","0","0","technical",0.86,0.51,4,152,3
"3551","Baixo","1","0","0","technical",0.85,0.78,5,263,2
"3552","Baixo","0","0","0","technical",0.66,0.68,3,258,3
"3553","Baixo","0","0","0","technical",0.57,0.99,3,205,3
"3554","Baixo","1","0","0","technical",0.31,0.64,6,183,2
"3555","Baixo","0","0","0","technical",0.88,0.88,3,153,3
"3556","Baixo","0","0","0","technical",0.72,0.72,5,194,4
"3557","Baixo","0","0","0","support",0.75,0.66,4,202,2
"3558","Baixo","0","0","0","support",0.82,0.71,4,164,4
"3559","Baixo","0","0","0","support",0.82,0.67,3,213,2
"3560","Baixo","0","0","0","support",0.15,0.52,4,265,6
"3561","Baixo","0","0","0","support",0.16,0.88,6,218,3
"3562","Baixo","0","0","0","support",0.95,0.4,5,286,4
"3563","Baixo","1","0","0","support",0.87,0.73,3,172,3
"3564","Baixo","0","0","0","support",0.85,0.89,4,251,2
"3565","Baixo","1","0","0","support",0.58,0.6,3,110,3
"3566","Baixo","0","0","0","support",0.63,0.86,3,269,4
"3567","Baixo","1","0","0","support",0.69,0.68,3,151,3
"3568","Médio","0","0","0","technical",0.53,0.85,5,161,2
"3569","Médio","0","0","0","technical",0.96,0.71,4,210,3
"3570","Médio","0","0","0","technical",0.73,0.83,2,167,3
